lockitver|DO NOT DELETE THIS LINE! 2698
imod_plain|%s simples
imod_cracked|%s rachado
imod_rusty|%s enferrujado
imod_bent|%s reformada(s)
imod_chipped|%s frita(s)
imod_battered|%s danificado(s)
imod_poor|%s pobre(s)
imod_crude|%s bruto(s)
imod_old|%s velho(s)
imod_cheap|%s deformado(s)
imod_fine|%s de boa qualidade
imod_well_made|%s bem desenhado
imod_sharp|%s afiada(s)
imod_balanced|%s equilibrada(s)
imod_tempered|%s embebido(s)
imod_deadly|%s mortal(ais)
imod_exquisite|%s primoroso(s)
imod_masterwork|%s ornamentado(s)
imod_heavy|%s pesados
imod_strong|%s sólidos
imod_powerful|%s poderosos
imod_tattered|%s rasgada(s)
imod_ragged|%s em frangalhos 
imod_rough|%s bruto(s)
imod_sturdy|%s robusto 
imod_thick|%s grosso(s)
imod_hardened|%s endurecido(s)
imod_reinforced|%s reforçada(s)
imod_superb|%s super
imod_lordly|%s senhor(es)
imod_lame|%s lame
imod_swaybacked|%s flacidez
imod_stubborn|%s teimoso(s)
imod_timid|%s medroso(s)
imod_meek|%s dócil
imod_spirited|%s impetuoso(s)
imod_champion|%s Campeão
imod_fresh|%s fresca(Fresco)
imod_day_old|%s dias antes
imod_two_day_old|%s dois dias antes
imod_smelling|%s cheiro(s)
imod_rotten|%s podre(s)
imod_large_bag|grande saco de %s
