lockitver|DO NOT DELETE THIS LINE! 2698
itm_no_item|ITEM INVÁLIDO
itm_no_item_pl|ITENS INVÁLIDOS
Itm_tutorial_spear|lança
Itm_tutorial_spear_pl|Lanças
itm_tutorial_club|Clava
itm_tutorial_club_pl|Clavas
itm_tutorial_battle_axe|Machado de Batalha
itm_tutorial_battle_axe_pl|Machados de Batalha
itm_tutorial_arrows|Flechas 
itm_tutorial_arrows_pl|Flechas 
itm_tutorial_bolts|dardo
itm_tutorial_bolts_pl|dardos 
itm_tutorial_short_bow|Arco Curto 
itm_tutorial_short_bow_pl|Arcos curtos
itm_tutorial_crossbow|crossbow
itm_tutorial_crossbow_pl|crossbows
itm_tutorial_throwing_daggers|Atirador facas 
itm_tutorial_throwing_daggers_pl|atiradors de faca
itm_tutorial_saddle_horse|Sela de Cavalo
itm_tutorial_saddle_horse_pl|Selas de cavalos
itm_tutorial_shield|escudo
itm_tutorial_shield_pl|escudos
itm_tutorial_staff_no_attack|Vara
itm_tutorial_staff_no_attack_pl|Vara
itm_tutorial_staff|Vara
itm_tutorial_staff_pl|Vara
itm_tutorial_sword|Espada
itm_tutorial_sword_pl|espadas
itm_tutorial_axe|Machado 
itm_tutorial_axe_pl|Machados
itm_horse_meat|Carne de cavalo
itm_horse_meat_pl|Carnes de cavalo
itm_practice_sword|espada de treino
itm_practice_sword_pl|espadas de treino
itm_heavy_practice_sword|Espada pesada de treino
itm_heavy_practice_sword_pl|Espadas pesadas de treino 
itm_practice_dagger|Adaga de treino
itm_practice_dagger_pl|Adagas de treino
itm_practice_axe|Machado de treino
itm_practice_axe_pl|Machados de treino
itm_arena_axe|Machado 
itm_arena_axe_pl|Machados 
itm_arena_sword|espada
itm_arena_sword_pl|espadas
itm_arena_sword_two_handed|espada de duas mãos
itm_arena_sword_two_handed_pl|espadas de duas mãos
itm_arena_lance|Lança
itm_arena_lance_pl|Lanças
itm_practice_staff|Bastão de treino
itm_practice_staff_pl|Bastões de treino
itm_practice_lance|Lança de treino
itm_practice_lance_pl|Lanças de treino
itm_practice_shield|escudo de treino
itm_practice_shield_pl|Escudos de treino
itm_practice_bow|Arco de treino 
itm_practice_bow_pl|Arcos de treino 
itm_practice_crossbow|crossbow de treino
itm_practice_crossbow_pl|crossbows de treino
itm_practice_javelin|Dardo de treino
itm_practice_javelin_pl|Dardos de treino
itm_practice_javelin_melee|Dardo de treino
itm_practice_javelin_melee_pl|Dardos de treino
itm_practice_throwing_daggers|Punhal de lançamento 
itm_practice_throwing_daggers_pl|Punhais de lançamento 
itm_practice_throwing_daggers_100_amount|Punhal de lançamento 
itm_practice_throwing_daggers_100_amount_pl|Punhais de lançamento 
